FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleID,SampleDepth_m,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,geom
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_614c,NRS,Maria Island,MAI20101001,2010-10-01,2010-10-01 12:55:00,-42.5967,148.2333,16,MAI20101001_80,80,0.007,0.014,0,0,,,0.008,0,0.321,0.063,0,0.024,0,,0,0,0.014,0,0,0.321,0,0.063,0,0,0.09,0,0.026,0,0,0,0,0.007,0,0,0,0,0.022,0,0,0.005,0.006,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_614d,NRS,Maria Island,MAI20101001,2010-10-01,2010-10-01 12:40:00,-42.5967,148.2333,16,MAI20101001_WC,WC,0.007,0.005,0,0,,,0.01,0,0.23,0.052,0,0.023,0.007,,0,0,0.016,0,0,0.23,0,0.052,0,0,0.055,0,0.031,0,0,0,0,0.006,0.006,0,0,0,0.018,0,0,0.004,0.005,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_614e,NRS,Maria Island,MAI20101027,2010-10-27,2010-10-27 13:05:00,-42.5967,148.2333,13,MAI20101027_20,20,0,0.023,0,0,,,0.009,0,0.736,0.026,0,0.085,0.021,,0,0,0.036,0.005,0,0.736,0,0.026,0,0,0.348,0,0.024,0,0,0,0,0.003,0.007,0,0,0,0.009,0,0,0,0,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_614f,NRS,Maria Island,MAI20101027,2010-10-27,2010-10-27 13:05:00,-42.5967,148.2333,13,MAI20101027_80,80,0,0.009,0,0,,,0,0,0.33,0,0,0.03,0,,0,0,0.019,0.007,0,0.33,0,0,0,0,0.154,0,0.005,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6150,NRS,Maria Island,MAI20101027,2010-10-27,2010-10-27 12:50:00,-42.5967,148.2333,13,MAI20101027_WC,WC,0.003,0.037,0,0.006,,,0.013,0,1.408,0.072,0.055,0.132,0.055,,0,0,0.092,0.008,0,1.408,0,0.072,0,0,0.544,0,0.06,0,0,0,0,0.009,0.029,0,0,0,0.018,0,0,0.005,0,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6151,NRS,Maria Island,MAI20101214,2010-12-14,2010-12-14 12:45:00,-42.5967,148.2333,11,MAI20101214_20,20,0.033,0.084,0,0.01,,,0.024,0,2.719,0.127,0,0.494,0.145,,0,0,0.154,0.023,0,2.719,0,0.127,0,0,1.157,0,0.084,0,0,0,0,0.015,0.078,0,0,0,0.037,0,0,0.009,0.009,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6152,NRS,Maria Island,MAI20101214,2010-12-14,2010-12-14 12:45:00,-42.5967,148.2333,11,MAI20101214_80,80,0,0.004,0,0,,,0,0,0.157,0.011,0,0.019,0.01,,0,0,0.008,0,0,0.157,0,0.011,0,0,0.084,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6153,NRS,Maria Island,MAI20101214,2010-12-14,2010-12-14 12:45:00,-42.5967,148.2333,11,MAI20101214_WC,WC,0.022,0.051,0.005,0.012,,,0.015,0,1.664,0.114,0,0.271,0.088,,0,0,0.122,0.019,0,1.664,0,0.114,0,0,0.633,0,0.06,0,0,0,0,0.014,0.06,0,0.06,0,0.036,0,0,0.011,0.008,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6154,NRS,Maria Island,MAI20110118,2011-01-18,2011-01-19 11:50:00,-42.5967,148.2333,10,MAI20110118_20,20,0.11,0.124,0.018,0,,,0.079,0,2.752,0.715,0,0.404,0.28,,0.098,0,0.105,0.018,0,2.752,0,0.715,0,0,0.545,0,0.386,0,0.005,0,0,0.071,0.136,0,0,0.011,0.221,0.082,0,0.051,0.034,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6155,NRS,Maria Island,MAI20110118,2011-01-18,2011-01-19 11:52:00,-42.5967,148.2333,10,MAI20110118_82,82,0,0,0,0,,,0,0,0.078,0.028,0,0.01,0.013,,0,0,0.003,0,0,0.078,0,0.028,0,0,0.018,0,0.011,0,0,0,0,0.005,0,0,0,0,0.012,0,0,0,0,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6156,NRS,Maria Island,MAI20110118,2011-01-18,2011-01-19 12:10:00,-42.5967,148.2333,10,MAI20110118_WC,WC,0.039,0.052,0.008,0,,,0.025,0,1.205,0.359,0,0.144,0.101,,0.032,0,0.045,0.003,0,1.205,0,0.359,0,0,0.195,0,0.139,0,0,0,0,0.038,0.05,0,0,0.005,0.115,0,0,0.022,0.046,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6157,NRS,Maria Island,MAI20110223,2011-02-23,2011-02-23 12:10:00,-42.5967,148.2333,23,MAI20110223_20,20,0.011,0.022,0.007,0,,,0.02,0,0.466,0.131,0.011,0.036,0.024,,0.013,0,0.022,0.004,0,0.466,0,0.131,0,0,0.024,0,0.065,0,0,0,0,0.018,0.016,0,0,0,0.046,0,0,0.032,0.019,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6158,NRS,Maria Island,MAI20110223,2011-02-23,2011-02-23 12:15:00,-42.5967,148.2333,23,MAI20110223_80,80,0,0.008,0,0,,,0.016,0,0.205,0.075,0.009,0.016,0.021,,0.008,0,0.004,0,0,0.205,0,0.075,0,0,0.029,0,0.039,0,0,0,0,0.011,0,0,0,0,0.026,0,0,0.006,0,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6159,NRS,Maria Island,MAI20110223,2011-02-23,2011-02-23 11:15:00,-42.5967,148.2333,23,MAI20110223_WC,WC,0.008,0.019,0.012,0,,,0.024,0,0.446,0.173,0.012,0.037,0.028,,0.007,0,0.016,0,0,0.446,0,0.173,0,0,0.024,0,0.068,0,0,0,0,0.019,0.018,0,0,0,0.05,0,0,0.014,0.019,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_615a,NRS,Maria Island,MAI20110328,2011-03-28,2011-03-29 11:20:00,-42.5967,148.2333,12,MAI20110328_20,20,0.028,0.027,0.006,0,,,0.041,0,0.701,0.182,0,0.087,0.052,,0.033,0,0.023,0.003,0,0.701,0,0.182,0,0,0.059,0,0.117,0,0,0,0,0.02,0.019,0,0,0,0.048,0,0,0.016,0.023,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_615b,NRS,Maria Island,MAI20110328,2011-03-28,2011-03-29 11:25:00,-42.5967,148.2333,12,MAI20110328_82,82,0.008,0.01,0,0,,,0.017,0,0.232,0.067,0,0.029,0.017,,0.007,0,0.007,0,0,0.232,0,0.067,0,0,0.034,0,0.042,0,0,0,0,0.006,0,0,0,0,0.019,0,0,0.003,0.007,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_615c,NRS,Maria Island,MAI20110328,2011-03-28,2011-03-29 11:30:00,-42.5967,148.2333,12,MAI20110328_WC,WC,0.032,0.021,0.005,0,,,0.023,0,0.54,0.132,0,0.067,0.04,,0.014,0,0.022,0.005,0,0.54,0,0.132,0,0,0.048,0,0.082,0,0,0,0,0.011,0.015,0,0,0,0.025,0,0,0.009,0.025,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_615d,NRS,Maria Island,MAI20110407,2011-04-07,2011-04-07 10:30:00,-42.5967,148.2333,17,MAI20110407_20,20,0.014,0.012,0.004,0,,,0.028,0,0.404,0.124,0.009,0.046,0.032,,0.045,0,0.017,0,0,0.404,0,0.124,0,0,0.036,0,0.07,0,0,0,0,0.015,0.028,0,0,0,0.03,0,0,0.014,0.01,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_615e,NRS,Maria Island,MAI20110407,2011-04-07,2011-04-07 10:30:00,-42.5967,148.2333,17,MAI20110407_82,82,0,0.006,0,0,,,0.008,0,0.081,0.018,0,0.012,0.005,,0.009,0,0,0,0,0.081,0,0.018,0,0,0.019,0,0.013,0,0,0,0,0.003,0,0,0,0,0.006,0,0,0,0.011,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_615f,NRS,Maria Island,MAI20110407,2011-04-07,2011-04-07 10:30:00,-42.5967,148.2333,17,MAI20110407_WC,WC,0.014,0.018,0.006,0,,,0.027,0,0.465,0.115,0.009,0.04,0.029,,0.008,0,0.022,0.003,0,0.465,0,0.115,0,0,0.041,0,0.064,0,0,0,0,0.015,0.025,0,0,0,0.033,0,0,0.013,0.018,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6160,NRS,Maria Island,MAI20110531,2011-05-31,2011-05-31 11:38:00,-42.5967,148.2333,16,MAI20110531_20,20,0.025,0.013,0.003,0,,,0.031,0,0.394,0.105,0,0.052,0.025,,0.037,0,0.012,0,0,0.394,0,0.105,0,0,0.039,0,0.054,0,0,0,0,0.022,0.011,0,0,0,0.038,0,0,0.016,0.018,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6161,NRS,Maria Island,MAI20110531,2011-05-31,2011-05-31 11:38:00,-42.5967,148.2333,16,MAI20110531_82,82,0.016,0.011,0,0,,,0.019,0,0.271,0.077,0,0.033,0.013,,0.016,0,0.006,0,0,0.271,0,0.077,0,0,0.028,0,0.033,0,0,0,0,0.012,0.006,0,0,0,0.026,0,0,0.006,0.01,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6162,NRS,Maria Island,MAI20110531,2011-05-31,2011-05-31 11:38:00,-42.5967,148.2333,16,MAI20110531_WC,WC,0.024,0.022,0.004,0,,,0.03,0,0.457,0.135,0.005,0.048,0.029,,0,0,0.011,0,0,0.463,0.006,0.135,0,0,0.037,0,0.049,0,0,0,0,0.017,0.012,0,0,0,0.034,0,0,0.01,0.022,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6163,NRS,Maria Island,MAI20110725,2011-07-25,2011-07-25 12:15:00,-42.5967,148.2333,13,MAI20110725_20,20,0.022,0.022,0,0,,,0.051,0,0.551,0.12,0.005,0.066,0.051,,0,0,0.022,0.004,0,0.551,0,0.12,0,0,0.067,0,0.096,0,0,0,0,0.013,0.017,0,0,0,0.034,0,0,0.011,0.013,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6164,NRS,Maria Island,MAI20110725,2011-07-25,2011-07-25 12:15:00,-42.5967,148.2333,13,MAI20110725_85,85,0.016,0.017,0,0,,,0.041,0,0.417,0.084,0.006,0.048,0.042,,0,0,0.013,0,0,0.417,0,0.084,0,0,0.056,0,0.066,0,0,0,0,0.01,0.008,0,0,0,0.025,0,0,0.007,0.012,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6165,NRS,Maria Island,MAI20110725,2011-07-25,2011-07-25 12:15:00,-42.5967,148.2333,13,MAI20110725_WC,WC,0.024,0.017,0,0,,,0.048,0,0.506,0.104,0,0.059,0.048,,0.016,0,0.026,0.004,0,0.506,0,0.104,0,0,0.061,0,0.086,0,0,0,0,0.013,0.01,0,0,0,0.032,0,0,0.013,0.011,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6166,NRS,Maria Island,MAI20110812,2011-08-12,2011-08-12 11:00:00,-42.5967,148.2333,21,MAI20110812_20,20,0.004,0.01,0,0,,,0.025,0,0.252,0.045,0.003,0.03,0.021,,0,0,0.015,0,0,0.252,0,0.045,0,0,0.057,0,0.042,0,0,0,0,0.007,0,0,0,0,0.015,0,0,0.006,0.006,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6167,NRS,Maria Island,MAI20110812,2011-08-12,2011-08-12 12:05:00,-42.5967,148.2333,21,MAI20110812_85,85,0,0.007,0,0,,,0.013,0,0.163,0.036,0,0.017,0.014,,0.011,0,0.005,0,0,0.163,0,0.036,0,0,0.047,0,0.021,0,0,0,0,0.004,0,0,0,0,0.011,0,0,0.003,0.005,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6168,NRS,Maria Island,MAI20110812,2011-08-12,2011-08-12 11:50:00,-42.5967,148.2333,21,MAI20110812_WC,WC,0.003,0.006,0,0,,,0.02,0,0.24,0.047,0,0.03,0.019,,0.011,0,0.01,0,0,0.24,0,0.047,0,0,0.057,0,0.035,0,0,0,0,0.005,0,0,0,0,0.013,0,0,0.002,0.006,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6169,NRS,Maria Island,MAI20111005,2011-10-05,2011-10-05 12:39:00,-42.5967,148.2333,10,MAI20111005_20,20,0.04,0.036,0.004,0,,,0.027,0,0.728,0.236,0,0.089,0.026,,0.124,0,0.042,0.003,0,0.728,0,0.236,0,0,0.085,0,0.077,0,0,0,0,0.029,0.023,0,0,0,0.088,0,0,0.048,0.014,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_616a,NRS,Maria Island,MAI20111005,2011-10-05,2011-10-05 12:39:00,-42.5967,148.2333,10,MAI20111005_85,85,0.009,0.016,0,0,,,0.02,0,0.415,0.095,0,0.028,0.008,,0.02,0,0.01,0,0,0.415,0,0.095,0,0,0.087,0,0.047,0,0,0,0,0.014,0,0.12,0,0,0.04,0,0,0.007,0.005,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_616b,NRS,Maria Island,MAI20111005,2011-10-05,2011-10-05 12:50:00,-42.5967,148.2333,10,MAI20111005_WC,WC,0.029,0.031,0.01,0,,,0.027,0,0.716,0.222,0,0.07,0.023,,0.054,0,0.036,0.004,0,0.716,0,0.222,0,0,0.085,0,0.073,0,0.003,0,0,0.027,0.022,0.056,0,0,0.077,0,0,0.029,0.014,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_616c,NRS,Maria Island,MAI20111026,2011-10-26,2011-10-26 12:20:00,-42.5967,148.2333,13,MAI20111026_20,20,0.028,0.052,0,0.02,,,0.014,0,1.476,0.084,0.047,0.207,0.061,,0,0,0.064,0.004,0,1.476,0,0.084,0,0,0.545,0,0.046,0,0,0,0,0.01,0.057,0.072,0,0,0.029,0,0,0.009,0.006,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_616d,NRS,Maria Island,MAI20111026,2011-10-26,2011-10-26 12:20:00,-42.5967,148.2333,13,MAI20111026_82,82,0.011,0.021,0,0,,,0.007,0,0.682,0.059,0.021,0.069,0.031,,0,0,0.019,0,0,0.682,0,0.059,0,0,0.259,0,0.016,0,0,0,0,0.008,0.013,0.076,0,0,0.026,0,0,0.004,0.004,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_616e,NRS,Maria Island,MAI20111026,2011-10-26,2011-10-26 11:00:00,-42.5967,148.2333,13,MAI20111026_WC,WC,0.037,0.043,0.003,0.011,,,0.005,0,1.449,0.082,0.037,0.18,0.052,,0,0,0.054,0.003,0,1.449,0,0.082,0,0,0.504,0,0.037,0,0,0,0,0.009,0.041,0,0,0,0.028,0,0,0.007,0.005,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_616f,NRS,Maria Island,MAI20111214,2011-12-14,2011-12-15 12:30:00,-42.5967,148.2333,9,MAI20111214_20,20,0.051,0.044,0.003,0,,,0.033,0,0.856,0.21,0,0.105,0.063,,0.033,0,0.017,0,0,0.856,0,0.21,0,0,0.114,0,0.1,0,0,0,0,0.029,0.005,0,0,0,0.06,0,0,0.019,0.045,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6170,NRS,Maria Island,MAI20111214,2011-12-14,2011-12-15 12:30:00,-42.5967,148.2333,9,MAI20111214_82,82,0,0.005,0,0,,,0.003,0,0.058,0.024,0.002,0.005,0,,0,0,0,0,0,0.058,0,0.024,0,0,0.013,0,0.009,0,0,0,0,0.002,0,0.041,0,0,0.009,0,0,0,0,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6171,NRS,Maria Island,MAI20111214,2011-12-14,2011-12-15 12:00:00,-42.5967,148.2333,9,MAI20111214_WC,WC,0.042,0.039,0.004,0,,,0.025,0,0.8,0.258,0,0.084,0.051,,0.027,0,0.022,0,0,0.8,0,0.258,0,0,0.107,0,0.082,0,0,0,0,0.032,0,0,0,0,0.066,0,0,0.021,0.057,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6172,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:35:00,-42.5967,148.2333,15,MAI20120119_20,20,0.052,0.046,0.004,0,,,0.038,0,0.977,0.245,0,0.142,0.085,,0.118,0,0.057,0.008,0,0.977,0,0.245,0,0,0.149,0,0.16,0,0,0,0,0.025,0.062,0,0,0,0.068,0,0,0.026,0.029,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6173,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 12:40:00,-42.5967,148.2333,15,MAI20120119_80,80,0.004,0.011,0,0,,,0.014,0,0.183,0.058,0.005,0.022,0.023,,0,0,0.004,0,0,0.183,0,0.058,0,0,0.04,0,0.038,0,0,0,0,0.008,0,0,0,0,0.018,0,0,0.002,0.008,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6174,NRS,Maria Island,MAI20120119,2012-01-19,2012-01-19 13:30:00,-42.5967,148.2333,15,MAI20120119_WC,WC,0.035,0.033,0.007,0,,,0.028,0,0.775,0.193,0,0.095,0.06,,0.053,0,0.051,0.004,0,0.775,0,0.193,0,0,0.124,0,0.133,0,0,0,0,0.02,0.036,0,0,0,0.049,0,0,0.014,0.026,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6175,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 12:15:00,-42.5967,148.2333,15,MAI20120222_20,20,0.083,0.069,0.004,0,,,0.051,0,1.141,0.393,0.026,0.142,0.079,,0,0,0.02,0,0,1.196,0.055,0.393,0,0,0.096,0,0.116,0,0,0,0,0.038,0.02,0,0,0,0.092,0,0,0.02,0.081,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6176,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 12:25:00,-42.5967,148.2333,15,MAI20120222_82,82,0,0.003,0,0,,,0.014,0,0.044,0.01,0.003,0.007,0,,0,0,0,0,0,0.044,0,0.01,0,0,0.01,0,0.008,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6177,NRS,Maria Island,MAI20120222,2012-02-22,2012-02-22 12:40:00,-42.5967,148.2333,15,MAI20120222_WC,WC,0.033,0.044,0.008,0,,,0.047,0,0.802,0.29,0.014,0.09,0.073,,0,0,0.028,0,0,0.833,0.031,0.29,0,0,0.094,0,0.096,0,0,0,0,0.032,0.007,0,0,0,0.084,0,0,0.021,0.076,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6178,NRS,Maria Island,MAI20120326,2012-03-26,2012-03-27 12:00:00,-42.5967,148.2333,22,MAI20120326_20,20,0.003,0.019,0,0,,,0.051,0,0.335,0.055,0,0.049,0.055,,0.018,0,0.028,0,0,0.365,0.03,0.055,0,0,0.024,0,0.137,0,0,0,0,0.005,0.008,0,0,0,0.01,0,0,0.004,0.042,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6179,NRS,Maria Island,MAI20120326,2012-03-26,2012-03-27 12:00:00,-42.5967,148.2333,22,MAI20120326_82,82,0,0.003,0,0,,,0.012,0,0.062,0.013,0,0.009,0.013,,0.01,0,0.003,0,0,0.062,0,0.013,0,0,0.019,0,0.011,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_617a,NRS,Maria Island,MAI20120326,2012-03-26,2012-03-27 12:25:00,-42.5967,148.2333,22,MAI20120326_WC,WC,0.005,0.018,0,0,,,0.052,0,0.34,0.062,0.004,0.045,0.052,,0,0,0.027,0.003,0,0.371,0.031,0.062,0,0,0.029,0,0.112,0,0,0,0,0.009,0.006,0,0,0,0.013,0,0,0.005,0.039,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_617b,NRS,Maria Island,MAI20120412,2012-04-12,2012-04-12 11:40:00,-42.5967,148.2333,12,MAI20120412_20,20,0.039,0.034,0,0,,,0.028,0,0.648,0.185,0.007,0.072,0.045,,0,0,0.015,0,0,0.655,0.007,0.185,0,0,0.06,0,0.084,0,0,0,0,0.022,0.014,0,0,0,0.048,0,0,0.019,0.019,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_617c,NRS,Maria Island,MAI20120412,2012-04-12,2012-04-12 11:40:00,-42.5967,148.2333,12,MAI20120412_82,82,0.031,0.026,0,0,,,0.023,0,0.517,0.156,0.004,0.057,0.038,,0,0,0.009,0,0,0.517,0,0.156,0,0,0.048,0,0.067,0,0,0,0,0.02,0.009,0,0,0,0.042,0,0,0.012,0.014,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_617d,NRS,Maria Island,MAI20120412,2012-04-12,2012-04-12 12:10:00,-42.5967,148.2333,12,MAI20120412_WC,WC,0.037,0.029,0,0,,,0.026,0,0.604,0.178,0.007,0.066,0.034,,0,0,0.017,0,0,0.61,0.006,0.178,0,0,0.054,0,0.08,0,0,0,0,0.021,0.009,0,0,0,0.047,0,0,0.016,0.017,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_617e,NRS,Maria Island,MAI20120524,2012-05-24,2012-05-24 14:20:00,-42.5967,148.2333,16,MAI20120524_20,20,0.026,0.02,0,0,,,0.029,0,0.451,0.136,0.004,0.056,0.018,,0,0,0.009,0,0,0.455,0.004,0.136,0,0,0.029,0,0.061,0,0.003,0,0,0.016,0.009,0,0,0,0.032,0,0,0.009,0.014,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_617f,NRS,Maria Island,MAI20120524,2012-05-24,2012-05-24 14:20:00,-42.5967,148.2333,16,MAI20120524_85,85,0.023,0.019,0,0,,,0.029,0,0.384,0.112,0.002,0.048,0.018,,0,0,0.007,0,0,0.384,0,0.112,0,0,0.027,0,0.057,0,0.003,0,0,0.013,0.01,0,0,0,0.025,0,0,0.006,0.012,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6180,NRS,Maria Island,MAI20120524,2012-05-24,2012-05-24 13:20:00,-42.5967,148.2333,16,MAI20120524_WC,WC,0.022,0.02,0,0,,,0.024,0,0.373,0.112,0.003,0.046,0.029,,0,0,0.008,0,0,0.377,0.004,0.112,0,0,0.024,0,0.047,0,0.003,0,0,0.014,0.007,0,0,0,0.025,0,0,0.009,0.014,2,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6181,NRS,Maria Island,MAI20120621,2012-06-21,2012-06-21 11:00:00,-42.5967,148.2333,16,MAI20120621_20,20,0.011,0.013,0,0,,,0.023,0,0.326,0.074,0.016,0.032,0.028,,0,0,0.008,0,0,0.326,0,0.074,0,0,0.036,0,0.042,0,0,0,0,0.01,0.006,0,0,0,0.017,0,0,0.006,0.005,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6182,NRS,Maria Island,MAI20120621,2012-06-21,2012-06-21 11:00:00,-42.5967,148.2333,16,MAI20120621_85,85,0.012,0.01,0,0,,,0.022,0,0.32,0.072,0.018,0.032,0.022,,0,0,0.007,0,0,0.32,0,0.072,0,0,0.034,0,0.042,0,0,0,0,0.009,0.007,0,0,0,0.018,0,0,0.004,0.007,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6183,NRS,Maria Island,MAI20120621,2012-06-21,2012-06-21 11:00:00,-42.5967,148.2333,16,MAI20120621_WC,WC,0.01,0.009,0,0,,,0.027,0,0.319,0.066,0,0.045,0.019,,0,0,0.007,0,0,0.319,0,0.066,0,0,0.035,0,0.048,0,0,0,0,0.009,0.007,0,0,0,0.017,0,0,0.004,0.005,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6184,NRS,Maria Island,MAI20120724,2012-07-24,2012-07-24 11:45:00,-42.5967,148.2333,19,MAI20120724_20,20,0.008,0.008,0,0,,,0.035,0,0.363,0.082,0,0.051,0.024,,0,0,0.013,0,0,0.363,0,0.082,0,0,0.033,0,0.066,0,0,0,0,0.009,0,0,0,0,0.023,0,0,0.007,0.007,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6185,NRS,Maria Island,MAI20120724,2012-07-24,2012-07-24 11:45:00,-42.5967,148.2333,19,MAI20120724_85,85,0.006,0.008,0,0,,,0.03,0,0.283,0.062,0,0.034,0.013,,0,0,0.006,0,0,0.283,0,0.062,0,0,0.028,0,0.048,0,0,0,0,0.007,0,0,0,0,0.018,0,0,0.004,0.006,1,POINT (148.23333 -42.59667)
bgc_pigments_data.fid-69bb3c22_19109cfb4e1_6186,NRS,Maria Island,MAI20120724,2012-07-24,2012-07-24 11:45:00,-42.5967,148.2333,19,MAI20120724_WC,WC,0.007,0.008,0,0,,,0.029,0,0.294,0.067,0,0.04,0.032,,0,0,0.012,0,0,0.294,0,0.067,0,0,0.026,0,0.051,0,0,0,0,0.007,0,0,0,0,0.018,0,0,0.006,0.006,1,POINT (148.23333 -42.59667)
