FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleID,SampleDepth_m,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,AustralianMicrobiomeId,geom
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66c9,NRS,Port Hacking,PHB20090223,2009-02-23,2009-02-24 09:42:00,-34.1192,151.2267,17.75,PHB20090223_0,0,34.982,1,1985.4,1,2296.42,1,,9,0,1,0,1,,9,0.09,1,0.3,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66ca,NRS,Port Hacking,PHB20090223,2009-02-23,2009-02-24 09:42:00,-34.1192,151.2267,17.75,PHB20090223_10,10,35.236,1,,9,,9,,9,0.06,1,0.1,1,,9,0.11,1,-0.1,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66cb,NRS,Port Hacking,PHB20090223,2009-02-23,2009-02-24 09:42:00,-34.1192,151.2267,17.75,PHB20090223_20,20,35.398,1,,9,,9,,9,1.14,2,2.4,1,,9,0.35,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66cc,NRS,Port Hacking,PHB20090223,2009-02-23,2009-02-24 09:42:00,-34.1192,151.2267,17.75,PHB20090223_25,25,35.424,1,2058.56,1,2321.29,1,,9,1.82,2,4.3,1,,9,0.54,1,1.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66cd,NRS,Port Hacking,PHB20090223,2009-02-23,2009-02-24 09:42:00,-34.1192,151.2267,17.75,PHB20090223_30,30,35.418,1,,9,,9,,9,2.36,2,5.6,1,,9,0.67,1,2.5,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66ce,NRS,Port Hacking,PHB20090223,2009-02-23,2009-02-24 09:42:00,-34.1192,151.2267,17.75,PHB20090223_40,40,35.472,1,2100.93,1,2325.36,1,,9,0.89,2,7,1,,9,0.62,1,2.4,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66cf,NRS,Port Hacking,PHB20090223,2009-02-23,2009-02-24 09:42:00,-34.1192,151.2267,17.75,PHB20090223_50,50,35.435,1,,9,,9,,9,0.71,2,8.2,1,,9,0.74,1,3.5,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66d0,NRS,Port Hacking,PHB20090223,2009-02-23,2009-02-24 09:42:00,-34.1192,151.2267,17.75,PHB20090223_60,60,35.413,1,2122.54,1,2334.04,1,,9,0.02,1,9.6,1,,9,0.76,1,3.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66d1,NRS,Port Hacking,PHB20090223,2009-02-23,2009-02-24 09:42:00,-34.1192,151.2267,17.75,PHB20090223_75,75,35.39,1,2121.9,1,2321.51,1,,9,0.03,1,10.1,1,,9,0.78,1,4.3,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66d2,NRS,Port Hacking,PHB20090223,2009-02-23,2009-02-24 09:42:00,-34.1192,151.2267,17.75,PHB20090223_100,100,35.356,1,2123.98,1,2320.05,1,,9,0.02,1,8.8,1,,9,0.85,1,6.4,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66d3,NRS,Port Hacking,PHB20090318,2009-03-18,2009-03-19 09:54:00,-34.1192,151.2267,10,PHB20090318_0,0,35.413,1,1999.95,1,2319.4,1,,9,0,1,0,1,,9,0.04,1,0,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66d4,NRS,Port Hacking,PHB20090318,2009-03-18,2009-03-19 09:54:00,-34.1192,151.2267,10,PHB20090318_10,10,35.374,1,,9,,9,,9,0,1,0,1,,9,0.05,1,0,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66d5,NRS,Port Hacking,PHB20090318,2009-03-18,2009-03-19 09:54:00,-34.1192,151.2267,10,PHB20090318_20,20,35.331,1,,9,,9,,9,0.06,1,0,1,,9,0.07,1,0,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66d6,NRS,Port Hacking,PHB20090318,2009-03-18,2009-03-19 09:54:00,-34.1192,151.2267,10,PHB20090318_25,25,35.431,1,2026.18,1,2321.54,1,,9,0,1,0.1,1,,9,0.09,1,0,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66d7,NRS,Port Hacking,PHB20090318,2009-03-18,2009-03-19 09:54:00,-34.1192,151.2267,10,PHB20090318_30,30,35.552,1,,9,,9,,9,0.3,1,4.3,1,,9,0.35,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66d8,NRS,Port Hacking,PHB20090318,2009-03-18,2009-03-19 09:54:00,-34.1192,151.2267,10,PHB20090318_40,40,35.581,1,2079.31,1,2329.84,1,,9,0.08,1,5,1,,9,0.38,1,1.3,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66d9,NRS,Port Hacking,PHB20090318,2009-03-18,2009-03-19 09:54:00,-34.1192,151.2267,10,PHB20090318_50,50,35.574,1,,9,,9,,9,0.03,1,5.7,1,,9,0.42,1,1.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66da,NRS,Port Hacking,PHB20090318,2009-03-18,2009-03-19 09:54:00,-34.1192,151.2267,10,PHB20090318_60,60,35.556,1,2086.62,1,2328.09,1,,9,0,1,6.7,1,,9,0.47,1,2.2,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66db,NRS,Port Hacking,PHB20090318,2009-03-18,2009-03-19 09:54:00,-34.1192,151.2267,10,PHB20090318_75,75,35.495,1,2094.58,1,2325.58,1,,9,0,1,7.8,1,,9,0.54,1,2.5,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66dc,NRS,Port Hacking,PHB20090318,2009-03-18,2009-03-19 09:54:00,-34.1192,151.2267,10,PHB20090318_100,100,35.405,1,2110.25,1,2321.08,1,,9,0,1,9.8,1,,9,0.68,1,3.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66dd,NRS,Port Hacking,PHB20090422,2009-04-22,2009-04-23 09:53:00,-34.1192,151.2267,13.25,PHB20090422_0,0,35.278,1,,9,2310.15,1,,9,0.03,1,0,1,,9,0.07,1,1,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66de,NRS,Port Hacking,PHB20090422,2009-04-22,2009-04-23 09:53:00,-34.1192,151.2267,13.25,PHB20090422_10,10,35.486,1,,9,,9,,9,0,1,0.1,1,,9,0.07,1,0.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66df,NRS,Port Hacking,PHB20090422,2009-04-22,2009-04-23 09:53:00,-34.1192,151.2267,13.25,PHB20090422_20,20,35.499,1,,9,,9,,9,0.64,1,0.5,1,,9,0.3,1,0.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66e0,NRS,Port Hacking,PHB20090422,2009-04-22,2009-04-23 09:53:00,-34.1192,151.2267,13.25,PHB20090422_25,25,35.501,1,2037.51,1,2325.1,1,,9,0.43,1,0.5,1,,9,0.11,1,0.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66e1,NRS,Port Hacking,PHB20090422,2009-04-22,2009-04-23 09:53:00,-34.1192,151.2267,13.25,PHB20090422_30,30,35.501,1,,9,,9,,9,0.37,1,0.7,1,,9,0.13,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66e2,NRS,Port Hacking,PHB20090422,2009-04-22,2009-04-23 09:53:00,-34.1192,151.2267,13.25,PHB20090422_40,40,35.502,1,2041.22,1,2324.98,1,,9,0.43,1,0.8,1,,9,0.14,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66e3,NRS,Port Hacking,PHB20090422,2009-04-22,2009-04-23 09:53:00,-34.1192,151.2267,13.25,PHB20090422_50,50,35.52,1,,9,,9,,9,0.6,1,1,1,,9,0.15,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66e4,NRS,Port Hacking,PHB20090422,2009-04-22,2009-04-23 09:53:00,-34.1192,151.2267,13.25,PHB20090422_60,60,35.521,1,2043.96,1,2325.77,1,,9,0.36,1,1,1,,9,0.15,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66e5,NRS,Port Hacking,PHB20090422,2009-04-22,2009-04-23 09:53:00,-34.1192,151.2267,13.25,PHB20090422_75,75,35.534,1,2047.51,1,2327.06,1,,9,0.37,1,1.2,1,,9,0.15,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66e6,NRS,Port Hacking,PHB20090422,2009-04-22,2009-04-23 09:53:00,-34.1192,151.2267,13.25,PHB20090422_100,100,35.52,1,2064.92,1,2327.65,1,,9,0.3,1,3,1,,9,0.29,1,1.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66e7,NRS,Port Hacking,PHB20090518,2009-05-18,2009-05-19 09:40:00,-34.1192,151.2267,11.5,PHB20090518_0,0,35.308,1,2002.19,1,2309.82,1,,9,0.15,1,0.3,1,,9,0.12,1,0.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66e8,NRS,Port Hacking,PHB20090518,2009-05-18,2009-05-19 09:40:00,-34.1192,151.2267,11.5,PHB20090518_10,10,35.266,1,,9,,9,,9,0.1,1,0.2,1,,9,0.12,1,0.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66e9,NRS,Port Hacking,PHB20090518,2009-05-18,2009-05-19 09:40:00,-34.1192,151.2267,11.5,PHB20090518_20,20,35.266,1,,9,,9,,9,0.11,1,0.3,1,,9,0.13,1,0.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66ea,NRS,Port Hacking,PHB20090518,2009-05-18,2009-05-19 09:40:00,-34.1192,151.2267,11.5,PHB20090518_25,25,35.272,1,2010.4,1,2310.23,1,,9,0.14,1,0.7,1,,9,0.15,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66eb,NRS,Port Hacking,PHB20090518,2009-05-18,2009-05-19 09:40:00,-34.1192,151.2267,11.5,PHB20090518_30,30,35.278,1,,9,,9,,9,0.15,1,0.8,1,,9,0.15,1,1,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66ec,NRS,Port Hacking,PHB20090518,2009-05-18,2009-05-19 09:40:00,-34.1192,151.2267,11.5,PHB20090518_40,40,35.33,1,2024.61,1,2313.69,1,,9,0.2,1,1.9,1,,9,0.22,1,1.2,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66ed,NRS,Port Hacking,PHB20090518,2009-05-18,2009-05-19 09:40:00,-34.1192,151.2267,11.5,PHB20090518_50,50,35.355,1,,9,,9,,9,0.15,1,1.9,1,,9,0.22,1,1.2,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66ee,NRS,Port Hacking,PHB20090518,2009-05-18,2009-05-19 09:40:00,-34.1192,151.2267,11.5,PHB20090518_60,60,35.443,1,2055.94,1,2322.38,1,,9,0.08,1,4.2,1,,9,0.36,1,1.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66ef,NRS,Port Hacking,PHB20090518,2009-05-18,2009-05-19 09:40:00,-34.1192,151.2267,11.5,PHB20090518_75,75,35.525,1,,9,2328.72,1,,9,0.08,1,6.8,1,,9,0.52,1,2.4,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66f0,NRS,Port Hacking,PHB20090518,2009-05-18,2009-05-19 09:40:00,-34.1192,151.2267,11.5,PHB20090518_100,100,35.504,1,2096.65,1,2328.06,1,,9,0.08,1,8.3,1,,9,0.64,1,3.1,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66f1,NRS,Port Hacking,PHB20090623,2009-06-23,2009-06-24 09:25:00,-34.1192,151.2267,12,PHB20090623_0,0,35.328,1,2017.33,1,2314.86,1,,9,0.06,1,0.6,1,,9,0.14,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66f2,NRS,Port Hacking,PHB20090623,2009-06-23,2009-06-24 11:04:00,-34.1192,151.2267,12,PHB20090623_10,10,35.352,1,,9,,9,,9,0.06,1,0.8,1,,9,0.15,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66f3,NRS,Port Hacking,PHB20090623,2009-06-23,2009-06-24 09:25:00,-34.1192,151.2267,12,PHB20090623_20,20,35.512,1,2052.14,1,2324.19,1,,9,0.06,1,3.2,1,,9,0.29,1,1.3,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66f4,NRS,Port Hacking,PHB20090623,2009-06-23,2009-06-24 11:04:00,-34.1192,151.2267,12,PHB20090623_25,25,35.612,1,,9,,9,,9,0.08,1,3.9,1,,9,0.33,1,1.4,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66f5,NRS,Port Hacking,PHB20090623,2009-06-23,2009-06-24 11:04:00,-34.1192,151.2267,12,PHB20090623_30,30,35.501,1,,9,,9,,9,0.16,1,3.4,1,,9,0.31,1,1.4,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66f6,NRS,Port Hacking,PHB20090623,2009-06-23,2009-06-24 09:25:00,-34.1192,151.2267,12,PHB20090623_40,40,35.527,1,2059.82,1,2326.33,1,,9,0.27,1,5.5,1,,9,0.47,1,2.3,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66f7,NRS,Port Hacking,PHB20090623,2009-06-23,2009-06-24 11:04:00,-34.1192,151.2267,12,PHB20090623_50,50,35.453,1,,9,,9,,9,0.3,1,5.6,1,,9,0.46,1,2.2,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66f8,NRS,Port Hacking,PHB20090623,2009-06-23,2009-06-24 09:25:00,-34.1192,151.2267,12,PHB20090623_60,60,35.394,1,2087.73,1,2319.65,1,,9,0.88,2,7.3,1,,9,0.61,1,3,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66f9,NRS,Port Hacking,PHB20090623,2009-06-23,2009-06-24 09:25:00,-34.1192,151.2267,12,PHB20090623_75,75,35.434,1,2098.34,1,2324.18,1,,9,0.12,1,8.5,1,,9,0.64,1,3.2,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66fa,NRS,Port Hacking,PHB20090623,2009-06-23,2009-06-24 09:25:00,-34.1192,151.2267,12,PHB20090623_100,100,35.466,1,2098.94,1,2324.86,1,,9,0.16,1,8.6,1,,9,0.64,1,3.2,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66fb,NRS,Port Hacking,PHB20090714,2009-07-14,2009-07-15 09:30:00,-34.1192,151.2267,10,PHB20090714_0,0,35.486,1,2046.87,1,2324.31,1,,9,0.13,1,2.1,1,,9,0.22,1,1.3,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66fc,NRS,Port Hacking,PHB20090714,2009-07-14,2009-07-15 09:30:00,-34.1192,151.2267,10,PHB20090714_10,10,35.501,1,,9,,9,,9,0.15,1,2.3,1,,9,0.22,1,1.3,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66fd,NRS,Port Hacking,PHB20090714,2009-07-14,2009-07-15 09:30:00,-34.1192,151.2267,10,PHB20090714_20,20,35.476,1,2058.75,1,2325.14,1,,9,0.22,1,3.4,1,,9,0.3,1,1.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66fe,NRS,Port Hacking,PHB20090714,2009-07-14,2009-07-15 09:30:00,-34.1192,151.2267,10,PHB20090714_25,25,35.477,1,,9,,9,,9,0.37,1,3.7,1,,9,0.32,1,1.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_66ff,NRS,Port Hacking,PHB20090714,2009-07-14,2009-07-15 09:30:00,-34.1192,151.2267,10,PHB20090714_30,30,35.473,1,,9,,9,,9,0.2,1,4.1,1,,9,0.34,1,1.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6700,NRS,Port Hacking,PHB20090714,2009-07-14,2009-07-15 09:30:00,-34.1192,151.2267,10,PHB20090714_40,40,35.469,1,2070.09,1,2324.83,1,,9,0.3,1,4.7,1,,9,0.4,1,2,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6701,NRS,Port Hacking,PHB20090714,2009-07-14,2009-07-15 09:30:00,-34.1192,151.2267,10,PHB20090714_50,50,35.478,1,,9,,9,,9,0.34,1,4.7,1,,9,0.38,1,2,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6702,NRS,Port Hacking,PHB20090714,2009-07-14,2009-07-15 09:30:00,-34.1192,151.2267,10,PHB20090714_60,60,35.47,1,2071.1,1,2324.67,1,,9,0.31,1,4.7,1,,9,0.39,1,2,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6703,NRS,Port Hacking,PHB20090714,2009-07-14,2009-07-15 09:30:00,-34.1192,151.2267,10,PHB20090714_75,75,35.471,1,2070.59,1,2326.81,1,,9,0.23,1,4.6,1,,9,0.37,1,2,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6704,NRS,Port Hacking,PHB20090714,2009-07-14,2009-07-15 09:30:00,-34.1192,151.2267,10,PHB20090714_100,100,35.497,1,2069.15,1,2329.49,1,,9,0.14,1,4.4,1,,9,0.39,1,1.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6705,NRS,Port Hacking,PHB20090819,2009-08-19,2009-08-20 09:34:00,-34.1192,151.2267,15.5,PHB20090819_0,0,35.542,1,2042.75,1,2331.41,1,,9,0.13,1,0.5,1,,9,0.11,1,0.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6706,NRS,Port Hacking,PHB20090819,2009-08-19,2009-08-20 09:34:00,-34.1192,151.2267,15.5,PHB20090819_10,10,35.571,1,,9,,9,,9,0.08,1,0.5,1,,9,0.11,1,0.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6707,NRS,Port Hacking,PHB20090819,2009-08-19,2009-08-20 09:34:00,-34.1192,151.2267,15.5,PHB20090819_20,20,35.539,1,2047.75,1,2329.49,1,,9,0.11,1,0.5,1,,9,0.11,1,0.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6708,NRS,Port Hacking,PHB20090819,2009-08-19,2009-08-20 09:34:00,-34.1192,151.2267,15.5,PHB20090819_25,25,,9,,9,,9,,9,0.12,1,0.5,1,,9,0.11,1,0.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6709,NRS,Port Hacking,PHB20090819,2009-08-19,2009-08-20 09:34:00,-34.1192,151.2267,15.5,PHB20090819_30,30,35.542,1,,9,,9,,9,0.15,1,0.5,1,,9,0.11,1,0.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_670a,NRS,Port Hacking,PHB20090819,2009-08-19,2009-08-20 09:34:00,-34.1192,151.2267,15.5,PHB20090819_40,40,35.535,1,2051.38,1,2328.11,1,,9,0.09,1,1.5,1,,9,0.16,1,0.9,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_670b,NRS,Port Hacking,PHB20090819,2009-08-19,2009-08-20 09:34:00,-34.1192,151.2267,15.5,PHB20090819_50,50,,9,,9,,9,,9,0.05,1,4.5,1,,9,0.35,1,1.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_670c,NRS,Port Hacking,PHB20090819,2009-08-19,2009-08-20 09:34:00,-34.1192,151.2267,15.5,PHB20090819_60,60,35.486,1,2079.86,1,2325.81,1,,9,0.07,1,5.3,1,,9,0.4,1,2.1,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_670d,NRS,Port Hacking,PHB20090819,2009-08-19,2009-08-20 09:34:00,-34.1192,151.2267,15.5,PHB20090819_75,75,35.521,1,2090.39,1,2327.91,1,,9,0.05,1,6.1,1,,9,0.45,1,2.4,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_670e,NRS,Port Hacking,PHB20090819,2009-08-19,2009-08-20 09:34:00,-34.1192,151.2267,15.5,PHB20090819_100,100,35.514,1,2114.96,1,2327.85,1,,9,0.13,1,8.9,1,,9,0.63,1,3.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_670f,NRS,Port Hacking,PHB20090920,2009-09-20,2009-09-21 09:32:00,-34.1192,151.2267,16,PHB20090920_0,0,35.529,1,2056,1,2331.17,1,,9,0.25,1,1.4,1,,9,0.16,1,0.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6710,NRS,Port Hacking,PHB20090920,2009-09-20,2009-09-21 09:32:00,-34.1192,151.2267,16,PHB20090920_10,10,35.499,1,,9,,9,,9,0.16,1,2.5,1,,9,0.03,1,1,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6711,NRS,Port Hacking,PHB20090920,2009-09-20,2009-09-21 09:32:00,-34.1192,151.2267,16,PHB20090920_20,20,35.354,1,2116.57,1,2324.01,1,,9,1.25,2,8.4,1,,9,0.72,1,2.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6712,NRS,Port Hacking,PHB20090920,2009-09-20,2009-09-21 09:32:00,-34.1192,151.2267,16,PHB20090920_25,25,35.359,1,,9,,9,,9,1.4,2,8.6,1,,9,0.69,1,2.5,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6713,NRS,Port Hacking,PHB20090920,2009-09-20,2009-09-21 09:32:00,-34.1192,151.2267,16,PHB20090920_30,30,35.357,1,,9,,9,,9,0.1,1,9.2,1,,9,0.63,1,2.6,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6714,NRS,Port Hacking,PHB20090920,2009-09-20,2009-09-21 09:32:00,-34.1192,151.2267,16,PHB20090920_40,40,35.343,1,2117.92,1,2320.62,1,,9,0.05,1,9.7,1,,9,0.65,1,3,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6715,NRS,Port Hacking,PHB20090920,2009-09-20,2009-09-21 09:32:00,-34.1192,151.2267,16,PHB20090920_50,50,35.356,1,,9,,9,,9,0,1,9.4,1,,9,0.26,1,3,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6716,NRS,Port Hacking,PHB20090920,2009-09-20,2009-09-21 09:32:00,-34.1192,151.2267,16,PHB20090920_60,60,35.441,1,2112.43,1,2326.37,1,,9,0,1,6.8,1,,9,0.37,1,1.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6717,NRS,Port Hacking,PHB20090920,2009-09-20,2009-09-21 09:32:00,-34.1192,151.2267,16,PHB20090920_75,75,35.476,1,2114.23,1,2328.59,1,,9,0,1,6,1,,9,0.27,1,1.6,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6718,NRS,Port Hacking,PHB20090920,2009-09-20,2009-09-21 09:32:00,-34.1192,151.2267,16,PHB20090920_100,100,35.45,1,2111.2,1,2329.11,1,,9,0,1,5.9,1,,9,0.33,1,1.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_6719,NRS,Port Hacking,PHB20090924,2009-09-24,2009-09-25 09:00:00,-34.1192,151.2267,10.75,PHB20090924_0,0,35.497,1,2059.55,1,2330.25,1,,9,0.3,1,2.8,1,,9,0.25,1,0.8,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_671a,NRS,Port Hacking,PHB20090924,2009-09-24,2009-09-25 09:00:00,-34.1192,151.2267,10.75,PHB20090924_10,10,35.481,1,,9,,9,,9,0.13,1,1.3,1,,9,0.16,1,0.1,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_671b,NRS,Port Hacking,PHB20090924,2009-09-24,2009-09-25 09:00:00,-34.1192,151.2267,10.75,PHB20090924_20,20,35.472,1,,9,2330.09,1,,9,0.13,1,2.6,1,,9,0.22,1,0.7,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_671c,NRS,Port Hacking,PHB20090924,2009-09-24,2009-09-25 09:00:00,-34.1192,151.2267,10.75,PHB20090924_25,25,35.467,1,,9,,9,,9,0.19,1,2.7,1,,9,0.22,1,0.6,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_671d,NRS,Port Hacking,PHB20090924,2009-09-24,2009-09-25 09:00:00,-34.1192,151.2267,10.75,PHB20090924_30,30,35.464,1,,9,,9,,9,0.22,1,2.6,1,,9,0.25,1,0.6,1,,POINT (151.22667 -34.11923)
bgc_chemistry_data.fid-69bb3c22_19109cfb4e1_671e,NRS,Port Hacking,PHB20090924,2009-09-24,2009-09-25 09:00:00,-34.1192,151.2267,10.75,PHB20090924_40,40,35.467,1,2073.34,1,2327.98,1,,9,0.08,1,2.7,1,,9,0.22,1,0.6,1,,POINT (151.22667 -34.11923)
