FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleID,SampleDepth_m,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,geom
bgc_pigments_data.fid-736cf608_19109cfb83b_7197,NRS,Port Hacking,PHB20161030,2016-10-30,2016-10-31 10:28:00,-34.1192,151.2267,14,PHB20161030_0,0,0.009,0.029,0,0,,,0.021,0,1.362,0.041,0.042,0.21,0.109,,0,0,0.051,0.004,0,1.362,0,0.041,0,0,0.492,0,0.045,0,0,0,0,0.005,0.027,0,0,0,0.006,0,0,0.004,0.003,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7198,NRS,Port Hacking,PHB20161030,2016-10-30,2016-10-31 10:28:00,-34.1192,151.2267,14,PHB20161030_15,15,0.01,0.031,0,0,,,0.024,0,1.434,0.039,0.044,0.22,0.127,,0,0,0.059,0.003,0,1.434,0,0.039,0,0,0.513,0,0.05,0,0,0,0,0.005,0.033,0,0,0,0.006,0,0,0.004,0.003,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7199,NRS,Port Hacking,PHB20161030,2016-10-30,2016-10-31 10:00:00,-34.1192,151.2267,14,PHB20161030_WC,WC,0.008,0.022,0,0,,,0.016,0,1.052,0.018,0.026,0.154,0.1,,0,0,0.043,0.002,0,1.052,0,0.018,0,0,0.367,0,0.038,0,0,0,0,0.003,0.018,0,0,0,0.004,0,0,0.003,0,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_719a,NRS,Port Hacking,PHB20161204,2016-12-04,2016-12-05 10:40:00,-34.1192,151.2267,16,PHB20161204_0,0,0,0.01,0,0,,,0.019,0,0.29,0.025,0,0.028,0.036,,0.031,0,0.009,0,0,0.29,0,0.025,0,0,0.063,0,0.033,0,0.003,0,0,0.003,0.011,0,0,0,0.003,0,0,0.002,0.024,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_719b,NRS,Port Hacking,PHB20161204,2016-12-04,2016-12-05 10:40:00,-34.1192,151.2267,16,PHB20161204_15,15,0.004,0.01,0,0,,,0.032,0,0.358,0.024,0,0.057,0.07,,0.079,0,0.016,0,0,0.358,0,0.024,0,0,0.099,0,0.058,0,0.002,0,0,0.004,0.029,0,0,0,0.004,0,0,0.002,0.005,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_719c,NRS,Port Hacking,PHB20161204,2016-12-04,2016-12-05 10:20:00,-34.1192,151.2267,16,PHB20161204_WC,WC,0,0.011,0,0,,,0.035,0,0.391,0.021,0,0.052,0.061,,0.058,0,0.02,0,0,0.391,0,0.021,0,0,0.088,0,0.06,0,0.003,0,0,0.003,0.025,0,0,0,0.004,0,0,0.003,0.018,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_719d,NRS,Port Hacking,PHB20170205,2017-02-05,2017-02-06 11:35:00,-34.1192,151.2267,11,PHB20170205_0,0,0.015,0.024,0.003,0,,,0.017,0,0.474,0.151,0,0.046,0.025,,0.014,,0.007,0,0,0.48,0.006,0.151,0,0,0.027,0,0.038,0,0.013,,0,0.02,0.006,0,0,0,0.032,0,0,0.018,0.046,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_719e,NRS,Port Hacking,PHB20170205,2017-02-05,2017-02-06 11:35:00,-34.1192,151.2267,11,PHB20170205_15,15,0.012,0.019,0.006,0,,,0.021,0,0.418,0.126,0,0.042,0.023,,0.024,,0.008,0,0,0.425,0.007,0.126,0,0,0.02,0,0.033,0,0.02,,0,0.021,0.01,0,0,0,0.03,0,0,0.016,0.046,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_719f,NRS,Port Hacking,PHB20170205,2017-02-05,2017-02-06 11:20:00,-34.1192,151.2267,11,PHB20170205_WC,WC,0.003,0.014,0,0,,,0.03,0,0.298,0.089,0,0.035,0.032,,0.016,,0.007,0,0,0.312,0.014,0.089,0,0,0.038,0,0.047,0,0.01,,0,0.011,0.004,0,0,0,0.013,0,0,0.006,0.024,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71a0,NRS,Port Hacking,PHB20170321,2017-03-21,2017-03-22 09:24:00,-34.1192,151.2267,,PHB20170321_0,0,0.013,0.02,0,0.005,,,0.036,0,0.54,0.126,0.013,0.063,0.048,,0,,0.014,0,0,0.548,0.008,0.126,0,0,0.053,0,0.077,0,0.005,,0,0.012,0.009,0,0,0,0.028,0,0,0.005,0.02,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71a1,NRS,Port Hacking,PHB20170321,2017-03-21,2017-03-22 09:24:00,-34.1192,151.2267,,PHB20170321_15,15,0.013,0.02,0,0.006,,,0.054,0,0.554,0.116,0.011,0.073,0.074,,0,,0.016,0,0,0.567,0.013,0.116,0,0,0.065,0,0.093,0,0.004,,0,0.013,0.008,0,0,0,0.028,0,0,0.003,0.019,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71a2,NRS,Port Hacking,PHB20170321,2017-03-21,2017-03-22 09:21:00,-34.1192,151.2267,,PHB20170321_WC,WC,0.012,0.018,0,0,,,0.036,0,0.561,0.103,0,0.064,0.047,,0.043,,0.014,0,0,0.572,0.011,0.103,0,0,0.112,0,0.056,0,0.005,,0,0.012,0.008,0,0,0,0.024,0,0,0.005,0.014,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71a3,NRS,Port Hacking,PHB20170419,2017-04-19,2017-04-19 10:19:00,-34.1192,151.2267,17,PHB20170419_0,0,0,0.013,0,0,,,0.015,0,0.124,0.013,0,0.018,0.01,,0,,0.005,0,0,0.173,0.049,0.013,0,0,0.012,0,0.022,0,0,,0,0,0,0,0,0,0,0,0,0,0.047,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71a4,NRS,Port Hacking,PHB20170419,2017-04-19,2017-04-19 10:19:00,-34.1192,151.2267,17,PHB20170419_15,15,0,0.013,0,0,,,0.015,0,0.123,0.017,0,0.02,0.012,,0,,0.006,0,0,0.167,0.044,0.017,0,0,0.012,0,0.027,0,0,,0,0,0,0,0,0,0,0,0,0,0.042,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71a5,NRS,Port Hacking,PHB20170419,2017-04-19,2017-04-19 10:19:00,-34.1192,151.2267,17,PHB20170419_WC,WC,0.002,0.013,0,0,,,0.027,0,0.169,0.033,0,0.028,0.024,,0,,0.006,0,0,0.207,0.038,0.04,0.007,0,0.024,0,0.035,0,0,,0,0.003,0,0,0,0,0.007,0,0,0.002,0.029,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71a6,NRS,Port Hacking,PHB20170517,2017-05-17,2017-05-18 08:45:00,-34.1192,151.2267,19,PHB20170517_0,0,0.013,0.016,0,0,,,0.053,0,0.31,0.077,0,0.058,0.05,,0.005,,0.013,0,0,0.337,0.027,0.077,0,0,0.022,0,0.08,0,0,,0,0.004,0.005,0,0,0,0.008,0,0,0.002,0.02,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71a7,NRS,Port Hacking,PHB20170517,2017-05-17,2017-05-18 08:45:00,-34.1192,151.2267,19,PHB20170517_15,15,0.014,0.017,0,0,,,0.054,0,0.322,0.06,0,0.06,0.046,,0,,0.013,0,0,0.361,0.039,0.06,0,0,0.018,0,0.082,0,0,,0,0.007,0.005,0,0,0,0.011,0,0,0.003,0.027,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71a8,NRS,Port Hacking,PHB20170517,2017-05-17,2017-05-18 09:50:00,-34.1192,151.2267,19,PHB20170517_WC,WC,0.014,0.017,0,0,,,0.047,0,0.32,0.059,0,0.051,0.04,,0,,0.013,0,0,0.354,0.034,0.059,0,0,0.016,0,0.071,0,0,,0,0.006,0.005,0,0,0,0.011,0,0,0.002,0.029,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71a9,NRS,Port Hacking,PHB20170614,2017-06-14,2017-06-15 11:10:00,-34.1192,151.2267,16,PHB20170614_0,0,0.046,0.025,0.003,0,,,0.043,0,0.703,0.104,0.015,0.097,0.04,,0,,0.019,0,0,0.714,0.011,0.104,0,0,0.071,0,0.093,0,0.002,,0,0.014,0.009,0,0,0,0.027,0,0,0.008,0.017,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71aa,NRS,Port Hacking,PHB20170614,2017-06-14,2017-06-15 11:10:00,-34.1192,151.2267,16,PHB20170614_15,15,0.045,0.025,0.003,0.005,,,0.043,0,0.709,0.111,0.013,0.086,0.025,,0,,0.019,0,0,0.72,0.011,0.111,0,0,0.072,0,0.086,0,0.003,,0,0.012,0.01,0,0,0,0.024,0,0,0.008,0.016,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ab,NRS,Port Hacking,PHB20170614,2017-06-14,2017-06-15 10:40:00,-34.1192,151.2267,16,PHB20170614_WC,WC,0.046,0.023,0.003,0.005,,,0.031,0,0.62,0.103,0.013,0.081,0.031,,0,,0.018,0,0,0.629,0.009,0.103,0,0,0.064,0,0.065,0,0.004,,0,0.012,0.01,0,0,0,0.025,0,0,0.006,0.015,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ac,NRS,Port Hacking,PHB20170716,2017-07-16,2017-07-17 10:03:00,-34.1192,151.2267,18.5,PHB20170716_0,0,0.019,0.02,0,0.004,,,0.051,0,0.584,0.047,0.01,0.092,0.069,,0,,0.023,0,0,0.584,0,0.047,0,0,0.116,0,0.119,0,0,,0,0.006,0,0,0,0,0.012,0,0,0,0.009,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ad,NRS,Port Hacking,PHB20170716,2017-07-16,2017-07-17 10:03:00,-34.1192,151.2267,18.5,PHB20170716_15,15,0.02,0.018,0,0,,,0.045,0,0.563,0.054,0,0.091,0.061,,0.027,,0.033,0,0,0.563,0,0.054,0,0,0.111,0,0.116,0,0,,0,0.005,0,0,0,0,0.013,0,0,0,0.012,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ae,NRS,Port Hacking,PHB20170821,2017-08-21,2017-08-22 08:46:00,-34.1192,151.2267,21,PHB20170821_0,0,0.061,0.023,0,0.005,,,0.025,0,0.532,0.027,0,0.076,0.028,,0.014,,0.018,0,0,0.532,0,0.027,0,0,0.049,0,0.053,0,0,,0,0.003,0.011,0,0,0,0.007,0,0,0,0.008,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71af,NRS,Port Hacking,PHB20170821,2017-08-21,2017-08-22 08:46:00,-34.1192,151.2267,21,PHB20170821_15,15,0.063,0.026,0,0,,,0.033,0,0.638,0.044,0.01,0.088,0.03,,0,,0.017,0,0,0.638,0,0.044,0,0,0.064,0,0.069,0,0,,0,0.004,0.015,0,0,0,0.01,0,0,0,0.01,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71b0,NRS,Port Hacking,PHB20170921,2017-09-21,2017-09-22 08:52:00,-34.1192,151.2267,14.5,PHB20170921_0,0,0.02,0.02,0,0.005,,,0.02,0,1.063,0.086,0.039,0.135,0.059,,0,,0.036,0,0,1.063,0,0.086,0,0,0.284,0,0.053,0,0,,0,0.008,0.027,0,0,0,0.02,0,0,0.005,0,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71b1,NRS,Port Hacking,PHB20170921,2017-09-21,2017-09-22 08:52:00,-34.1192,151.2267,14.5,PHB20170921_15,15,0.017,0.019,0,0.005,,,0.021,0,1,0.085,0.043,0.126,0.049,,0,,0.035,0,0,1,0,0.085,0,0,0.268,0,0.05,0,0,,0,0.009,0.032,0,0,0,0.019,0,0,0.004,0,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71b2,NRS,Port Hacking,PHB20171024,2017-10-24,2017-10-25 09:49:00,-34.1192,151.2267,7.5,PHB20171024_0,0,0,0.054,0,0,,,0.022,0,2.3,0.099,0,0.527,0.174,,0.675,,0.13,0,0,2.3,0,0.099,0,0,0.905,0,0.065,0,0,,0,0.009,0.217,0.184,0,0,0.019,0,0,0.008,0,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71b3,NRS,Port Hacking,PHB20171024,2017-10-24,2017-10-25 09:49:00,-34.1192,151.2267,7.5,PHB20171024_15,15,0,0.037,0,0,,,0.017,0,1.37,0.056,0,0.513,0.2,,1.11,,0.107,0,0,1.37,0,0.056,0,0,0.854,0,0.056,0,0,,0,0.008,0.234,0.251,0,0,0.016,0,0,0.006,0,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71b4,NRS,Port Hacking,PHB20171211,2017-12-11,2017-12-12 08:33:00,-34.1192,151.2267,19,PHB20171211_0,0,0,0.01,0,0,,,0.018,0,0.172,0.022,0,0.026,0.019,,0.006,,0.011,0,0,0.178,0.006,0.022,0,0,0.034,0,0.031,0,0,,0,0.002,0.007,0,0,0,0.003,0,0,0,0.02,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71b5,NRS,Port Hacking,PHB20171211,2017-12-11,2017-12-12 08:33:00,-34.1192,151.2267,19,PHB20171211_15,15,0,0.009,0,0,,,0.021,0,0.179,0.022,0,0.027,0.022,,0.006,,0.011,0,0,0.182,0.003,0.022,0,0,0.031,0,0.036,0,0,,0,0.002,0.003,0,0,0,0.004,0,0,0,0.017,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71b6,NRS,Port Hacking,PHB20180123,2018-01-23,2018-01-24 08:30:00,-34.1192,151.2267,15,PHB20180123_0,0,0.007,0.012,0,0,,,0.015,0,0.237,0.043,0,0.028,0.011,,0.007,,0.005,0,0,0.267,0.03,0.043,0,0,0.016,0,0.02,0,0,,0,0.004,0.008,0,0,0,0.007,0,0,0.002,0.035,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71b7,NRS,Port Hacking,PHB20180123,2018-01-23,2018-01-24 08:30:00,-34.1192,151.2267,15,PHB20180123_15,15,0.005,0.014,0,0,,,0.009,0,0.279,0.06,0,0.029,0.013,,0.011,,0.006,0,0,0.295,0.016,0.06,0,0,0.039,0,0.023,0,0,,0,0.006,0.006,0,0,0,0.01,0,0,0.003,0.034,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71b8,NRS,Port Hacking,PHB20180221,2018-02-21,2018-02-22 08:20:00,-34.1192,151.2267,15,PHB20180221_0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71b9,NRS,Port Hacking,PHB20180221,2018-02-21,2018-02-22 08:20:00,-34.1192,151.2267,15,PHB20180221_15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ba,NRS,Port Hacking,PHB20180326,2018-03-26,2018-03-27 11:05:00,-34.1192,151.2267,12,PHB20180326_0,0,0,0.018,0,0,,,0.013,0,0.216,0.014,0,0.022,0.02,,0.011,,0.006,0,0,0.238,0.022,0.014,0,0,0.019,0,0.03,0,0,,0,0,0.004,0,0,0,0,0,0,0,0.031,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71bb,NRS,Port Hacking,PHB20180326,2018-03-26,2018-03-27 11:05:00,-34.1192,151.2267,12,PHB20180326_15,15,0,0.015,0,0,,,0.01,0,0.217,0.023,0,0.021,0.017,,0,,0.006,0,0,0.242,0.025,0.023,0,0,0.018,0,0.033,0,0,,0,0,0,0,0,0,0,0,0,0,0.033,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71bc,NRS,Port Hacking,PHB20180528,2018-05-28,2018-05-29 09:45:00,-34.1192,151.2267,13.5,PHB20180528_0,0,0.049,0.022,0,0,,,0.023,0,0.566,0.077,0,0.075,0.031,,0.02,,0.009,0,0,0.566,0,0.077,0,0,0.063,0,0.04,0,0,,0,0.007,0.006,0,0,0,0.018,0,0,0.002,0.008,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71bd,NRS,Port Hacking,PHB20180528,2018-05-28,2018-05-29 09:45:00,-34.1192,151.2267,13.5,PHB20180528_15,15,0.029,0.017,0,0,,,0.02,0,0.446,0.061,0,0.066,0.035,,0.024,,0.009,0,0,0.446,0,0.061,0,0,0.059,0,0.034,0,0,,0,0.006,0.004,0,0,0,0.015,0,0,0.003,0.006,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71be,NRS,Port Hacking,PHB20180626,2018-06-26,2018-06-27 09:20:00,-34.1192,151.2267,16,PHB20180626_0,0,0.029,0.025,0,0,,,0.053,0,0.467,0.074,0,0.071,0.037,,0,,0.012,0,0,0.488,0.021,0.074,0,0,0.029,0,0.086,0,0,,0,0.008,0.008,0,0,0,0.014,0,0,0.003,0.023,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71bf,NRS,Port Hacking,PHB20180626,2018-06-26,2018-06-27 09:20:00,-34.1192,151.2267,16,PHB20180626_15,15,0.032,0.027,0,0,,,0.055,0,0.555,0.11,0,0.082,0.033,,0,,0.015,0,0,0.581,0.026,0.11,0,0,0.04,0,0.099,0,0,,0,0.012,0.008,0,0,0,0.021,0,0,0.003,0.036,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71c0,NRS,Port Hacking,PHB20180724,2018-07-24,2018-07-25 11:07:00,-34.1192,151.2267,17,PHB20180724_0,0,0.009,0.027,0,0,,,0.055,0,1.08,0.052,0,0.173,0.135,,0.083,,0.036,0,0,1.08,0,0.052,0,0,0.322,0,0.107,0,0,,0,0.006,0.003,0.05,0,0,0.011,0,0,0.002,0.003,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71c1,NRS,Port Hacking,PHB20180724,2018-07-24,2018-07-25 11:07:00,-34.1192,151.2267,17,PHB20180724_15,15,0.009,0.026,0,0,,,0.05,0,1.045,0.056,0,0.179,0.115,,0.084,,0.041,0,0,1.045,0,0.056,0,0,0.306,0,0.096,0,0,,0,0.007,0.003,0.065,0,0,0.013,0,0,0.002,0.003,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71c2,NRS,Port Hacking,PHB20180905,2018-09-05,2018-09-05 09:55:00,-34.1192,151.2267,10,PHB20180905_0,0,0.019,0.067,0,0,,,0.025,0,4.468,0.102,0,0.636,0.742,,0.404,,0.129,0,0,4.468,0,0.102,0,0,1.385,0,0.075,0,0,,0,0.013,0.011,0,0,0,0.022,0,0,0.004,0,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71c3,NRS,Port Hacking,PHB20180905,2018-09-05,2018-09-05 09:55:00,-34.1192,151.2267,10,PHB20180905_15,15,0.01,0.043,0,0,,,0.026,0,2.269,0.129,0,0.414,0.406,,0.415,,0.075,0,0,2.269,0,0.129,0,0,0.745,0,0.099,0,0,,0,0.016,0.017,0,0,0,0.033,0,0,0.003,0,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71c4,NRS,Port Hacking,PHB20180927,2018-09-27,2018-09-27 09:45:00,-34.1192,151.2267,10,PHB20180927_0,0,0.037,0.037,0,0,,,0.052,0,1.138,0.178,0,0.174,0.145,,0.095,,0.045,0,0,1.138,0,0.178,0,0,0.188,0,0.185,0,0,,0,0.019,0.01,0,0,0,0.054,0,0,0.01,0.007,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71c5,NRS,Port Hacking,PHB20180927,2018-09-27,2018-09-27 09:45:00,-34.1192,151.2267,10,PHB20180927_15,15,0.04,0.039,0,0,,,0.059,0,1.365,0.275,0,0.221,0.119,,0.179,,0.054,0.005,0,1.365,0,0.275,0,0,0.209,0,0.217,0,0,,0,0.027,0.009,0,0,0,0.081,0,0,0.009,0.011,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71c6,NRS,Port Hacking,PHB20181120,2018-11-20,2018-11-21 08:45:00,-34.1192,151.2267,13,PHB20181120_0,0,0.03,0.031,0,0,,,0.011,0,1.079,0.101,0,0.166,0.058,,0.051,,0.053,0,0,1.079,0,0.101,0,0,0.284,0,0.046,0,0,,0,0.01,0.072,0,0,0,0.02,0,0,0.006,0.005,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71c7,NRS,Port Hacking,PHB20181120,2018-11-20,2018-11-21 08:45:00,-34.1192,151.2267,13,PHB20181120_15,15,0.01,0.029,0,0,,,0.021,0,1.149,0.113,0,0.173,0.077,,0.084,,0.051,0,0,1.149,0,0.113,0,0,0.355,0,0.067,0,0,,0,0.015,0.041,0,0,0,0.033,0,0,0.005,0.004,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71c8,NRS,Port Hacking,PHB20181218,2018-12-18,2018-12-19 10:00:00,-34.1192,151.2267,9,PHB20181218_0,0,0.003,0.022,0,0.006,,,0.013,0,0.753,0.032,0,0.097,0.031,,0.058,,0.06,0.003,0,0.753,0,0.032,0,0,0.252,0,0.044,0,0,,0,0.005,0.013,0,0,0,0.005,0,0,0.002,0.007,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71c9,NRS,Port Hacking,PHB20181218,2018-12-18,2018-12-19 10:00:00,-34.1192,151.2267,9,PHB20181218_15,15,0.003,0.042,0,0.013,,,0.011,0,1.605,0.065,0,0.267,0.067,,0.167,,0.113,0.007,0,1.605,0,0.065,0,0,0.633,0,0.047,0,0,,0,0.01,0.02,0.069,0.116,0,0.013,0,0,0.004,0.014,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ca,NRS,Port Hacking,PHB20190121,2019-01-21,2019-01-22 10:15:00,-34.1192,151.2267,15,PHB20190121_0,0,0.007,0.014,0,0,,,0.01,0,0.361,0.047,0.009,0.039,0.018,,0,,0.017,0,0,0.361,0,0.047,0,0,0.076,0,0.036,0,0.003,,0,0.004,0.006,0,0,0,0.004,0,0,0.002,0.011,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71cb,NRS,Port Hacking,PHB20190121,2019-01-21,2019-01-22 10:15:00,-34.1192,151.2267,15,PHB20190121_15,15,0.002,0.022,0,0.006,,,0.016,0,0.572,0.049,0.026,0.084,0.048,,0,,0.035,0,0,0.572,0,0.049,0,0,0.143,0,0.07,0,0.003,,0,0.005,0.02,0,0,0,0.007,0,0,0.002,0.019,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71cc,NRS,Port Hacking,PHB20190227,2019-02-27,2019-02-28 10:40:00,-34.1192,151.2267,22,PHB20190227_0,0,0,0.008,0,0,,,0.012,0,0.094,0.004,0,0.014,0.013,,0,,0.005,0,0,0.127,0.033,0.004,0,0,0.007,0,0.031,0,0,,0,0,0.003,0,0,0,0,0,0,0,0.026,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71cd,NRS,Port Hacking,PHB20190227,2019-02-27,2019-02-28 10:40:00,-34.1192,151.2267,22,PHB20190227_15,15,0,0.01,0,0,,,0.012,0,0.113,0.006,0,0.015,0.012,,0,,0.006,0,0,0.149,0.036,0.006,0,0,0.008,0,0.029,0,0,,0,0,0.005,0,0,0,0,0,0,0,0.04,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ce,NRS,Port Hacking,PHB20190408,2019-04-08,2019-04-09 08:50:00,-34.1192,151.2267,18,PHB20190408_0,0,0.013,0.022,0,0.006,,,0.014,0,0.306,0.057,0,0.029,0.016,,0.015,,0.007,0,0,0.306,0,0.057,0,0,0.021,0,0.034,0,0.017,,0,0.011,0.002,0,0,0,0.011,0,0,0.011,0.03,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71cf,NRS,Port Hacking,PHB20190408,2019-04-08,2019-04-09 08:50:00,-34.1192,151.2267,18,PHB20190408_15,15,0.017,0.019,0,0.014,,,0.016,0,0.358,0.076,0,0.045,0.03,,0.024,,0.011,0,0,0.358,0,0.076,0,0,0.029,0,0.055,0,0.016,,0,0.014,0.006,0,0,0,0.019,0,0,0.009,0.032,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71d0,NRS,Port Hacking,PHB20190408,2019-04-08,2019-04-09 09:16:00,-34.1192,151.2267,18,PHB20190408_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71d1,NRS,Port Hacking,PHB20190522,2019-05-22,2019-05-23 08:50:00,-34.1192,151.2267,18,PHB20190522_0,0,0,0.036,0,0,,,0.024,0,0.403,0.015,0,0.036,0.027,,0.027,,0.012,0,0,0.442,0.039,0.015,0,0,0.041,0,0.048,0,0,,0,0,0.003,0,0,0,0.003,0,0,0.001,0.046,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71d2,NRS,Port Hacking,PHB20190522,2019-05-22,2019-05-23 08:50:00,-34.1192,151.2267,18,PHB20190522_15,15,0,0.021,0,0,,,0.017,0,0.228,0.015,0,0.023,0.025,,0.013,,0.01,0,0,0.276,0.048,0.015,0,0,0.026,0,0.032,0,0,,0,0,0.005,0,0,0,0,0,0,0.002,0.049,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71d3,NRS,Port Hacking,PHB20190522,2019-05-22,2019-05-23 08:50:00,-34.1192,151.2267,18,PHB20190522_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
