FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleID,SampleDepth_m,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,geom
bgc_pigments_data.fid-736cf608_19109cfb83b_71d4,NRS,Port Hacking,PHB20190626,2019-06-26,2019-06-27 09:11:00,-34.1192,151.2267,18,PHB20190626_0,0,0.016,0.016,0,0,,,0.042,0,0.482,0.128,0,0.063,0.045,,0.008,,0.01,0,0,0.491,0.009,0.128,0,0,0.042,0,0.075,0,0,,0,0.014,0.006,0,0,0,0.03,0,0,0.005,0.009,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71d5,NRS,Port Hacking,PHB20190626,2019-06-26,2019-06-27 09:11:00,-34.1192,151.2267,18,PHB20190626_15,15,0.014,0.011,0,0,,,0.036,0,0.381,0.104,0,0.056,0.037,,0.021,,0.011,0,0,0.389,0.008,0.104,0,0,0.031,0,0.057,0,0,,0,0.01,0.005,0,0,0,0.026,0,0,0.007,0.009,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71d6,NRS,Port Hacking,PHB20190626,2019-06-26,2019-06-27 11:09:00,-34.1192,151.2267,18,PHB20190626_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71d7,NRS,Port Hacking,PHB20190729,2019-07-29,2019-07-29 10:24:00,-34.1192,151.2267,14,PHB20190729_0,0,0.004,0.015,0,0,,,0.017,0,0.501,0.022,0,0.081,0.062,,0.032,,0.018,0,0,0.501,0,0.022,0,0,0.167,0,0.036,0,0,,0,0.001,0.003,0.049,0,0,0.004,0,0,0.001,0.009,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71d8,NRS,Port Hacking,PHB20190729,2019-07-29,2019-07-29 10:24:00,-34.1192,151.2267,14,PHB20190729_15,15,0.003,0.01,0,0,,,0.014,0,0.37,0.016,0,0.072,0.047,,0.059,,0.016,0,0,0.37,0,0.016,0,0,0.124,0,0.032,0,0,,0,0.002,0.004,0.056,0,0,0.004,0,0,0.002,0.007,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71d9,NRS,Port Hacking,PHB20190729,2019-07-29,2019-07-29 10:24:00,-34.1192,151.2267,14,PHB20190729_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71da,NRS,Port Hacking,PHB20190827,2019-08-27,2019-08-28 08:25:00,-34.1192,151.2267,15,PHB20190827_0,0,0.072,0.03,0.002,0,,,0.045,0,0.856,0.149,0,0.104,0.054,,0.01,,0.016,0,0,0.856,0,0.149,0,0,0.048,0,0.066,0,0.005,,0,0.017,0.011,0,0,0,0.041,0,0,0.017,0.007,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71db,NRS,Port Hacking,PHB20190827,2019-08-27,2019-08-28 08:25:00,-34.1192,151.2267,15,PHB20190827_15,15,0.039,0.025,0.002,0.005,,,0.045,0,0.695,0.177,0,0.088,0.048,,0.013,,0.018,0,0,0.695,0,0.177,0,0,0.047,0,0.07,0,0.004,,0,0.019,0.007,0,0,0,0.053,0,0,0.024,0.009,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71dc,NRS,Port Hacking,PHB20190827,2019-08-27,2019-08-28 09:59:00,-34.1192,151.2267,15,PHB20190827_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71dd,NRS,Port Hacking,PHB20190923,2019-09-23,2019-09-24 09:58:00,-34.1192,151.2267,19,PHB20190923_0,0,0.049,0.033,0,0,,,0.021,0,0.943,0.271,0,0.105,0.041,,0.021,,0.014,0,0,0.943,0,0.271,0,0,0.058,0,0.078,0,0.012,,0,0.029,0.012,0,0,0,0.071,0,0,0.023,0.007,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71de,NRS,Port Hacking,PHB20190923,2019-09-23,2019-09-24 09:58:00,-34.1192,151.2267,19,PHB20190923_15,15,0.038,0.022,0,0,,,0.017,0,0.648,0.19,0,0.071,0.028,,0.013,,0.013,0,0,0.648,0,0.19,0,0,0.036,0,0.048,0,0.004,,0,0.02,0.012,0,0,0,0.053,0,0,0.019,0.006,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71df,NRS,Port Hacking,PHB20190923,2019-09-23,2019-09-24 09:58:00,-34.1192,151.2267,19,PHB20190923_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71e0,NRS,Port Hacking,PHB20191028,2019-10-28,2019-10-29 10:46:00,-34.1192,151.2267,14,PHB20191028_0,0,0,0.012,0,0,,,0.009,0,0.266,0.03,0,0.035,0.028,,0,,0.013,0,0,0.266,0,0.03,0,0,0.054,0,0.03,0,0,,0,0.003,0.005,0,0,0,0.007,0,0,0.002,0.028,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71e1,NRS,Port Hacking,PHB20191028,2019-10-28,2019-10-29 10:46:00,-34.1192,151.2267,14,PHB20191028_15,15,0,0.013,0,0,,,0.007,0,0.255,0.023,0,0.035,0.019,,0,,0.014,0,0,0.255,0,0.023,0,0,0.052,0,0.018,0,0,,0,0.003,0.007,0,0,0,0.006,0,0,0.001,0.029,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71e2,NRS,Port Hacking,PHB20191028,2019-10-28,2019-10-29 09:47:00,-34.1192,151.2267,14,PHB20191028_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71e3,NRS,Port Hacking,PHB20191118,2019-11-18,2019-11-19 09:39:00,-34.1192,151.2267,12,PHB20191118_0,0,0.007,0.016,0,0,,,0.024,0,0.454,0.036,0,0.059,0.061,,0.007,,0.025,0,0,0.454,0,0.036,0,0,0.115,0,0.067,0,0,,0,0.002,0.004,0,0,0,0.005,0,0,0.002,0.017,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71e4,NRS,Port Hacking,PHB20191118,2019-11-18,2019-11-19 09:39:00,-34.1192,151.2267,12,PHB20191118_15,15,0.018,0.021,0,0,,,0.024,0,0.552,0.039,0,0.066,0.048,,0,,0.026,0,0,0.552,0,0.039,0,0,0.107,0,0.067,0,0,,0,0.004,0.002,0,0,0,0.007,0,0,0.003,0.022,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71e5,NRS,Port Hacking,PHB20191118,2019-11-18,2019-11-19 09:39:00,-34.1192,151.2267,12,PHB20191118_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71e6,NRS,Port Hacking,PHB20191216,2019-12-16,2019-12-17 08:45:00,-34.1192,151.2267,11,PHB20191216_0,0,0.003,0.018,0,0.006,,,0.008,0,0.275,0.036,0,0.027,0.016,,0.021,,0.007,0,0,0.275,0,0.036,0,0,0.026,0,0.025,0,0,,0,0.003,0.006,0,0,0,0.007,0,0,0.003,0.068,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71e7,NRS,Port Hacking,PHB20191216,2019-12-16,2019-12-17 08:48:00,-34.1192,151.2267,11,PHB20191216_15,15,0.002,0.018,0,0.005,,,0.006,0,0.277,0.044,0,0.025,0.018,,0.014,,0.007,0,0,0.277,0,0.044,0,0,0.028,0,0.027,0,0,,0,0.004,0.002,0,0,0,0.008,0,0,0.004,0.085,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71e8,NRS,Port Hacking,PHB20191216,2019-12-16,2019-12-17 09:10:00,-34.1192,151.2267,11,PHB20191216_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71e9,NRS,Port Hacking,PHB20200224,2020-02-24,2020-02-25 09:20:00,-34.1192,151.2267,15,PHB20200224_0,0,0.003,0.029,0,0.008,,,0.003,0,0.516,0.049,0,0.069,0.023,,0.062,,0.022,0,0,0.516,0,0.049,0,0,0.111,0,0.025,0,0.006,,0,0.004,0.017,0.105,0,0,0.01,0,0,0.003,0.025,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ea,NRS,Port Hacking,PHB20200224,2020-02-24,2020-02-25 09:20:00,-34.1192,151.2267,15,PHB20200224_15,15,0.014,0.016,0,0.004,,,0.013,0,0.352,0.08,0,0.043,0.037,,0.016,,0.008,0,0,0.352,0,0.08,0,0,0.063,0,0.031,0,0.013,,0,0.008,0.004,0,0,0,0.015,0,0,0.002,0.013,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71eb,NRS,Port Hacking,PHB20200224,2020-02-24,2020-02-25 09:20:00,-34.1192,151.2267,15,PHB20200224_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ec,NRS,Port Hacking,PHB20200520,2020-05-20,2020-05-20 09:30:00,-34.1192,151.2267,15,PHB20200520_0,0,0.022,0.027,0.001,0.007,,,0.039,0,,0.198,0,0.082,0.056,,0.012,,0.013,0,0,,0,0.198,0,0,0.041,0,0.094,0,0.005,,0,0.023,0.007,0,0,0,0.052,0,0,0.016,0.025,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ed,NRS,Port Hacking,PHB20200520,2020-05-20,2020-05-20 09:30:00,-34.1192,151.2267,15,PHB20200520_15,15,0.024,0.028,0.003,0.004,,,0.035,0,,0.215,0,0.084,0.058,,0.01,,0.013,0,0,,0,0.215,0,0,0.054,0,0.088,0,0.005,,0,0.023,0.006,0,0,0,0.057,0,0,0.021,0.031,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ee,NRS,Port Hacking,PHB20200520,2020-05-20,2020-05-20 10:30:00,-34.1192,151.2267,15,PHB20200520_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ef,NRS,Port Hacking,PHB20200609,2020-06-09,2020-06-10 08:52:00,-34.1192,151.2267,12,PHB20200609_0,0,0.048,0.033,0,0.003,,,0.056,0,,0.157,0,0.103,0.058,,0.015,,0.019,0,0,,0,0.157,0,0,0.08,0,0.1,0,0.004,,0,0.017,0.025,0,0,0,0.034,0,0,0.009,0.018,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71f0,NRS,Port Hacking,PHB20200609,2020-06-09,2020-06-10 08:52:00,-34.1192,151.2267,12,PHB20200609_15,15,0.035,0.024,0,0.005,,,0.064,0,,0.138,0,0.1,0.055,,0.027,,0.018,0,0,,0,0.138,0,0,0.097,0,0.098,0,0.006,,0,0.018,0.019,0,0,0,0.039,0,0,0.009,0.019,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71f1,NRS,Port Hacking,PHB20200609,2020-06-09,2020-06-10 09:55:00,-34.1192,151.2267,12,PHB20200609_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71f2,NRS,Port Hacking,PHB20200630,2020-06-30,2020-07-01 09:43:00,-34.1192,151.2267,13,PHB20200630_0,0,0.015,0.019,0,0.004,,,0.038,0,,0.063,0,0.117,0.078,,0.027,,0.025,0,0,,0,0.063,0,0,0.232,0,0.081,0,0,,0,0.007,0.013,0.039,0,0,0.017,0,0,0.004,0.011,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71f3,NRS,Port Hacking,PHB20200630,2020-06-30,2020-07-01 09:43:00,-34.1192,151.2267,13,PHB20200630_15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71f4,NRS,Port Hacking,PHB20200630,2020-06-30,2020-07-01 09:43:00,-34.1192,151.2267,13,PHB20200630_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71f5,NRS,Port Hacking,PHB20200812,2020-08-12,2020-08-13 10:15:00,-34.1192,151.2267,5,PHB20200812_0,0,0.085,0.042,0,0.007,,,0.023,0,,0.209,0,0.138,0.02,,0.116,,0.027,0,0,,0,0.209,0,0,0.147,0,0.074,0,0,,0,0.023,0.047,0,0,0,0.051,0,0,0.016,0.011,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71f6,NRS,Port Hacking,PHB20200812,2020-08-12,2020-08-13 10:15:00,-34.1192,151.2267,5,PHB20200812_15,15,0.025,0.025,0,0.004,,,0.032,0,,0.165,0,0.088,0.048,,0.039,,0.015,0,0,,0,0.165,0,0,0.085,0,0.065,0,0,,0,0.017,0.01,0,0,0,0.046,0,0,0.015,0.017,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71f7,NRS,Port Hacking,PHB20200812,2020-08-12,2020-08-13 10:15:00,-34.1192,151.2267,5,PHB20200812_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71f8,NRS,Port Hacking,PHB20200831,2020-08-31,2020-09-01 09:00:00,-34.1192,151.2267,11,PHB20200831_0,0,0.043,0.041,0,0,,,0.03,0,1.688,0.097,0,0.31,0.183,,0.409,,0.048,0,0,1.688,0,0.097,0,0,0.598,0,0.103,0,0,,0,0.008,0.017,0,0,0,0.019,0,0,0.006,0.009,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71f9,NRS,Port Hacking,PHB20200831,2020-08-31,2020-09-01 09:00:00,-34.1192,151.2267,11,PHB20200831_15,15,0.025,0.023,0,0,,,0.024,0,1.452,0.083,0,0.277,0.128,,0.271,,0.037,0.003,0,1.452,0,0.083,0,0,0.46,0,0.091,0,0,,0,0.008,0.015,0.091,0,0,0.019,0,0,0.005,0.009,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71fa,NRS,Port Hacking,PHB20200831,2020-08-31,2020-09-01 10:00:00,-34.1192,151.2267,11,PHB20200831_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71fb,NRS,Port Hacking,PHB20200922,2020-09-22,2020-09-23 08:35:00,-34.1192,151.2267,11,PHB20200922_0,0,0.016,0.027,0,0,,,0.021,0,1.061,0.088,0,0.2,0.127,,0.16,,0.058,0.003,0,1.061,0,0.088,0,0,0.308,0,0.113,0,0,,0,0.011,0.054,0,0,0,0.029,0,0,0.007,0.011,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71fc,NRS,Port Hacking,PHB20200922,2020-09-22,2020-09-23 08:35:00,-34.1192,151.2267,11,PHB20200922_15,15,0.027,0.044,0,0,,,0.025,0,1.613,0.119,0,0.286,0.173,,0.156,,0.075,0.003,0,1.613,0,0.119,0,0,0.519,0,0.155,0,0,,0,0.012,0.044,0,0,0,0.036,0,0,0.009,0.015,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71fd,NRS,Port Hacking,PHB20200922,2020-09-22,2020-09-23 09:19:00,-34.1192,151.2267,11,PHB20200922_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71fe,NRS,Port Hacking,PHB20201013,2020-10-13,2020-10-14 09:48:00,-34.1192,151.2267,15,PHB20201013_0,0,0.007,0.013,0,0,,,0.007,0,0.399,0.136,0.015,0.036,0.022,,0.008,,0.012,0,0,0.399,0,0.136,0,0,0.025,0,0.039,0,0,,0,0.016,0.024,0,0,0,0.041,0,0,0.019,0.006,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_71ff,NRS,Port Hacking,PHB20201013,2020-10-13,2020-10-14 09:48:00,-34.1192,151.2267,15,PHB20201013_15,15,0.009,0.018,0.004,0,,,0.009,0,0.522,0.173,0.024,0.046,0.021,,0.013,,0.02,0.002,0,0.522,0,0.173,0,0,0.037,0,0.05,0,0,,0,0.022,0.029,0,0,0,0.056,0,0,0.029,0.008,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7200,NRS,Port Hacking,PHB20201013,2020-10-13,2020-10-14 09:48:00,-34.1192,151.2267,15,PHB20201013_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7201,NRS,Port Hacking,PHB20201110,2020-11-10,2020-11-11 08:40:00,-34.1192,151.2267,14,PHB20201110_0,0,0.018,0.027,0.003,0,,,0.016,0,0.888,0.117,0.014,0.121,0.05,,0,,0.029,0.003,0,0.888,0,0.117,0,0,0.211,0,0.066,0,0,,0,0.011,0.007,0,0,0,0.032,0,0,0.008,0.018,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7202,NRS,Port Hacking,PHB20201110,2020-11-10,2020-11-11 11:00:00,-34.1192,151.2267,14,PHB20201110_15,15,0.01,0.018,0,0.004,,,0.021,0,0.547,0.044,0,0.081,0.043,,0.022,,0.029,0.003,0,0.547,0,0.044,0,0,0.123,0,0.082,0,0,,0,0.006,0.008,0,0,0,0.013,0,0,0.005,0.015,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7203,NRS,Port Hacking,PHB20201110,2020-11-10,2020-11-11 09:22:00,-34.1192,151.2267,14,PHB20201110_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7204,NRS,Port Hacking,PHB20210210,2021-02-10,2021-02-11 08:40:00,-34.1192,151.2267,19,PHB20210210_0,0,0,0.016,0,0.004,,,0.006,0,0.304,0.037,0,0.044,0.015,,0.024,,0.011,0,0,0.304,0,0.037,0,0,0.061,0,0.02,0,0.003,,0,0.004,0.013,0,0,0,0.009,0,0,0.006,0.028,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7205,NRS,Port Hacking,PHB20210210,2021-02-10,2021-02-11 11:00:00,-34.1192,151.2267,19,PHB20210210_15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7206,NRS,Port Hacking,PHB20210210,2021-02-10,2021-02-11 09:24:00,-34.1192,151.2267,19,PHB20210210_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7207,NRS,Port Hacking,PHB20210310,2021-03-10,2021-03-11 09:12:00,-34.1192,151.2267,15,PHB20210310_0,0,0.012,0.035,0,0.005,,,0.026,0,0.489,0.094,0,0.071,0.051,,0.029,,0.012,0,0,0.577,0.088,0.094,0,0,0.049,0,0.076,0,0.013,,0,0.011,0.016,0,0,0,0.015,0,0,0.008,0.078,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7208,NRS,Port Hacking,PHB20210310,2021-03-10,2021-03-11 09:12:00,-34.1192,151.2267,15,PHB20210310_15,15,0.017,0.04,0,0.005,,,0.035,0,0.566,0.116,0,0.091,0.066,,0.026,,0.015,0,0,0.676,0.11,0.116,0,0,0.065,0,0.1,0,0.012,,0,0.013,0.016,0,0,0,0.019,0,0,0.009,0.085,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7209,NRS,Port Hacking,PHB20210310,2021-03-10,2021-03-11 09:36:00,-34.1192,151.2267,15,PHB20210310_WC,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_720a,NRS,Port Hacking,PHB20210421,2021-04-21,2021-04-22 08:40:00,-34.1192,151.2267,11,PHB20210421_0,0,0.024,0.032,0,0.004,,,0.058,0,0.829,0.17,0,0.153,0.132,,0.099,,0.03,0,0,0.829,0,0.17,0,0,0.174,0,0.16,0,0,,0,0.015,0.016,0,0,0,0.041,0,0,0.008,0.028,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_720b,NRS,Port Hacking,PHB20210421,2021-04-21,2021-04-22 08:40:00,-34.1192,151.2267,11,PHB20210421_15,15,0.032,0.033,0,0.003,,,0.055,0,0.817,0.148,0,0.148,0.103,,0.081,,0.049,0.004,0,0.817,0,0.148,0,0,0.162,0,0.152,0,0,,0,0.017,0.014,0,0,0,0.041,0,0,0.013,0.031,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_720c,NRS,Port Hacking,PHB20210519,2021-05-19,2021-05-20 08:29:00,-34.1192,151.2267,13,PHB20210519_0,0,0.03,0.025,0,0.004,,,0.042,0,0.669,0.131,0,0.11,0.071,,0.024,,0.017,0,0,0.669,0,0.131,0,0,0.082,0,0.11,0,0.004,,0,0.016,0.025,0,0,0,0.027,0,0,0.007,0.027,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_720d,NRS,Port Hacking,PHB20210519,2021-05-19,2021-05-20 08:29:00,-34.1192,151.2267,13,PHB20210519_15,15,0.038,0.024,0,0.004,,,0.041,0,0.697,0.134,0,0.115,0.067,,0.023,,0.025,0,0,0.697,0,0.134,0,0,0.083,0,0.104,0,0.004,,0,0.016,0.024,0,0,0,0.029,0,0,0.012,0.027,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_720e,NRS,Port Hacking,PHB20210615,2021-06-15,2021-06-16 09:26:00,-34.1192,151.2267,19,PHB20210615_0,0,0.025,0.025,0,0,,,0.078,0,0.714,0.13,0,0.138,0.134,,0.024,,0.025,0,0,0.714,0,0.13,0,0,0.115,0,0.136,0,0.003,,0,0.014,0.01,0,0,0,0.028,0,0,0.008,0.018,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_720f,NRS,Port Hacking,PHB20210615,2021-06-15,2021-06-16 09:40:00,-34.1192,151.2267,19,PHB20210615_15,15,0.022,0.018,0,0,,,0.078,0,0.59,0.092,0,0.136,0.075,,0.015,,0.036,0.002,0,0.59,0,0.092,0,0,0.088,0,0.112,0,0,,0,0.009,0.008,0,0,0,0.022,0,0,0.009,0.015,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7210,NRS,Port Hacking,PHB20211027,2021-10-27,2021-10-28 08:30:00,-34.1192,151.2267,17,PHB20211027_0,0,0,0.024,0,0.003,,,0.006,0,1.262,0.013,0.045,0.214,0.042,,0.008,,0.049,0.002,0,1.262,0,0.013,0,0,0.457,0,0.028,0,0,,0,0.004,0.017,0,0,0,0.008,0,0,0.004,0.002,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7211,NRS,Port Hacking,PHB20211027,2021-10-27,2021-10-28 08:30:00,-34.1192,151.2267,17,PHB20211027_15,15,0.177,0.04,0,0,,,0.008,0,1.528,0.036,0,0.198,0.011,,0.02,,0.015,0,0,1.528,0,0.036,0,0,0.077,0,0.029,0,0,,0,0.006,0,0,0,0,0.014,0,0,0.006,0,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7212,NRS,Port Hacking,PHB20211109,2021-11-09,2021-11-10 08:25:00,-34.1192,151.2267,11,PHB20211109_0,0,0.008,0.021,0,0.003,,,0.016,0,0.709,0.091,0,0.134,0.049,,0.076,,0.03,0.002,0,0.709,0,0.091,0,0,0.212,0,0.049,0,0,,0,0.008,0.004,0.027,0,0,0.013,0,0,0.007,0.01,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7213,NRS,Port Hacking,PHB20211109,2021-11-09,2021-11-10 08:30:00,-34.1192,151.2267,11,PHB20211109_15,15,0.003,0.018,0,0.006,,,0.017,0,0.655,0.05,0,0.131,0.066,,0.061,,0.027,0.002,0,0.655,0,0.05,0,0,0.237,0,0.061,0,0,,0,0.004,0,0,0,0,0.009,0,0,0.003,0.008,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7214,NRS,Port Hacking,PHB20211124,2021-11-24,2021-11-25 08:20:00,-34.1192,151.2267,9,PHB20211124_0,0,0.038,0.047,0.004,0.007,,,0.024,0,1.386,0.382,0.064,0.124,0.062,,0.011,,0.032,0.002,0,1.386,0,0.382,0,0,0.161,0,0.119,0,0.004,,0,0.044,0.007,0,0,0,0.103,0,0,0.026,0.022,0,POINT (151.22667 -34.11923)
bgc_pigments_data.fid-736cf608_19109cfb83b_7215,NRS,Port Hacking,PHB20211124,2021-11-24,2021-11-25 08:25:00,-34.1192,151.2267,9,PHB20211124_15,15,0.067,0.055,0.005,0.008,,,0.024,0,1.498,0.367,0.041,0.184,0.066,,0.029,,0.047,0.003,0,1.498,0,0.367,0,0,0.153,0,0.113,0,0.003,,0,0.042,0.104,0,0,0,0.112,0,0,0.044,0.026,0,POINT (151.22667 -34.11923)
